invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I475180,C408480,Male,46,Food & Beverage,2,10.46,Cash,11/5/2021,Istinye Park
I139558,C196970,Male,41,Food & Beverage,4,20.92,Credit Card,8/3/2023,Metrocity
I302175,C206761,Male,47,Toys,1,35.84,Credit Card,22/12/2022,Cevahir AVM
I298537,C282151,Female,66,Clothing,3,900.24,Debit Card,19/10/2021,Kanyon
I155332,C122227,Female,31,Cosmetics,4,162.64,Credit Card,29/01/2021,Kanyon
I123923,C166571,Female,43,Clothing,5,1500.4,Credit Card,14/12/2021,Kanyon
I310280,C167567,Male,48,Clothing,4,1200.32,Credit Card,9/10/2021,Mall of Istanbul
I304050,C260333,Female,62,Clothing,3,900.24,Cash,22/02/2021,Forum Istanbul
I391936,C230738,Male,33,Books,2,30.3,Cash,3/9/2021,Zorlu Center
I466520,C201530,Male,63,Cosmetics,5,203.3,Credit Card,17/03/2022,Metrocity
I940718,C310151,Female,67,Cosmetics,3,121.98,Credit Card,24/02/2022,Mall of Istanbul
I743220,C570435,Male,18,Shoes,3,1800.51,Credit Card,30/05/2021,Metrocity
I103067,C210847,Male,22,Toys,3,107.52,Debit Card,25/11/2021,Kanyon
I414759,C533483,Female,32,Clothing,5,1500.4,Cash,14/03/2022,Kanyon
I146143,C240976,Female,64,Clothing,1,300.08,Debit Card,7/1/2022,Metrocity
I312125,C210754,Female,38,Cosmetics,3,121.98,Cash,8/7/2022,Kanyon
I186528,C208726,Female,35,Technology,2,2100,Credit Card,1/7/2021,Metropol AVM
I904875,C135532,Female,35,Clothing,4,1200.32,Cash,26/10/2022,Mall of Istanbul
I797529,C296047,Female,18,Clothing,4,1200.32,Credit Card,31/01/2021,Emaar Square Mall
I870434,C164762,Female,56,Clothing,1,300.08,Cash,5/2/2023,Mall of Istanbul
I123392,C302355,Female,69,Clothing,1,300.08,Debit Card,15/02/2023,Istinye Park
I356273,C321016,Male,27,Shoes,3,1800.51,Debit Card,7/9/2021,Cevahir AVM
I107850,C218236,Male,36,Food & Beverage,4,20.92,Cash,13/03/2022,Kanyon
I254828,C168921,Female,67,Technology,3,3150,Debit Card,22/10/2022,Metropol AVM
I233511,C316086,Male,24,Souvenir,5,58.65,Credit Card,22/03/2021,Istinye Park
I199654,C136710,Male,21,Clothing,1,300.08,Credit Card,6/9/2022,Kanyon
I263420,C484754,Female,21,Cosmetics,3,121.98,Credit Card,7/12/2022,Mall of Istanbul
I114856,C800714,Male,31,Clothing,3,900.24,Cash,7/3/2021,Kanyon
I233334,C207363,Female,55,Cosmetics,4,162.64,Debit Card,12/12/2021,Forum Istanbul
I319081,C336220,Female,59,Clothing,4,1200.32,Cash,21/02/2023,Metrocity
I301190,C325802,Female,49,Shoes,3,1800.51,Cash,18/07/2021,Mall of Istanbul
I312112,C829413,Male,68,Clothing,1,300.08,Cash,3/11/2021,Mall of Istanbul
I332263,C289544,Male,36,Clothing,5,1500.4,Cash,13/02/2023,Zorlu Center
I920651,C108640,Female,19,Clothing,4,1200.32,Credit Card,19/07/2021,Mall of Istanbul
I281042,C167097,Female,55,Toys,5,179.2,Cash,26/04/2021,Kanyon
I148744,C184558,Male,36,Food & Beverage,4,20.92,Credit Card,2/4/2022,Kanyon
I305238,C224344,Female,27,Clothing,2,600.16,Cash,10/9/2021,Metropol AVM
I284038,C190202,Male,46,Technology,3,3150,Debit Card,13/08/2022,Kanyon
I142454,C339016,Male,53,Shoes,2,1200.34,Debit Card,11/8/2021,Istinye Park
I106699,C259773,Female,30,Cosmetics,4,162.64,Cash,18/09/2021,Metrocity
I210756,C251109,Male,66,Souvenir,4,46.92,Cash,23/09/2022,Kanyon
I155899,C412961,Female,31,Cosmetics,3,121.98,Credit Card,12/10/2021,Metrocity
I331291,C194073,Male,51,Clothing,2,600.16,Credit Card,29/04/2022,Metrocity
I238836,C197055,Male,65,Shoes,5,3000.85,Credit Card,13/06/2022,Metrocity
I260370,C459817,Female,49,Clothing,3,900.24,Debit Card,19/09/2022,Mall of Istanbul
I125933,C328808,Male,60,Clothing,1,300.08,Cash,23/07/2021,Kanyon
I164644,C209659,Female,54,Food & Beverage,2,10.46,Debit Card,3/3/2023,Emaar Square Mall
I241619,C201669,Female,57,Clothing,2,600.16,Cash,27/01/2023,Kanyon
I259202,C126982,Female,66,Cosmetics,3,121.98,Debit Card,1/9/2022,Forum Istanbul
I674853,C224728,Female,38,Cosmetics,3,121.98,Cash,22/12/2022,Istinye Park
I482603,C146143,Female,35,Cosmetics,2,81.32,Cash,22/10/2021,Kanyon
I150852,C169061,Female,32,Shoes,5,3000.85,Cash,9/1/2023,Kanyon
I279759,C235751,Male,32,Shoes,5,3000.85,Debit Card,11/2/2021,Mall of Istanbul
I484978,C362614,Male,45,Clothing,1,300.08,Cash,4/3/2023,Kanyon
I265064,C217216,Female,58,Clothing,5,1500.4,Debit Card,19/05/2021,Kanyon
I116197,C120376,Female,65,Clothing,4,1200.32,Cash,9/3/2022,Metrocity
I192477,C691766,Male,67,Cosmetics,5,203.3,Cash,22/01/2023,Istinye Park
I280992,C324260,Male,30,Clothing,5,1500.4,Cash,3/6/2022,Mall of Istanbul
I966409,C502453,Female,20,Technology,3,3150,Credit Card,10/3/2021,Metropol AVM
I156917,C274686,Female,53,Toys,5,179.2,Credit Card,3/2/2022,Istinye Park
I182090,C376279,Female,24,Cosmetics,4,162.64,Debit Card,18/05/2022,Kanyon
I289916,C583841,Male,18,Books,5,75.75,Cash,9/3/2021,Kanyon
I270125,C866681,Female,25,Food & Beverage,4,20.92,Cash,16/06/2021,Viaport Outlet
I339112,C343303,Female,61,Toys,3,107.52,Debit Card,21/06/2021,Kanyon
I301043,C583461,Female,18,Cosmetics,2,81.32,Credit Card,6/3/2023,Mall of Istanbul
I226069,C289779,Female,49,Shoes,5,3000.85,Cash,3/8/2021,Mall of Istanbul
I307962,C129813,Male,19,Clothing,5,1500.4,Credit Card,1/8/2021,Mall of Istanbul
I483913,C263692,Female,26,Clothing,1,300.08,Cash,2/1/2021,Istinye Park
I633017,C155067,Female,57,Clothing,5,1500.4,Debit Card,4/1/2022,Mall of Istanbul
I313667,C584906,Male,64,Books,4,60.6,Cash,14/01/2022,Cevahir AVM
I591345,C598842,Female,48,Clothing,2,600.16,Cash,29/09/2022,Forum Istanbul
I209310,C122428,Female,30,Clothing,1,300.08,Credit Card,5/4/2021,Istinye Park
I958204,C228552,Female,24,Clothing,5,1500.4,Cash,31/10/2021,Zorlu Center
I288899,C955807,Female,35,Souvenir,3,35.19,Credit Card,13/02/2023,Kanyon
I153445,C238763,Female,58,Books,1,15.15,Credit Card,13/12/2022,Mall of Istanbul
I138419,C638182,Female,31,Shoes,2,1200.34,Credit Card,24/06/2022,Kanyon
I432822,C409965,Female,47,Toys,3,107.52,Debit Card,21/09/2021,Kanyon
I180201,C286295,Female,54,Technology,2,2100,Cash,9/1/2023,Metropol AVM
I159449,C242103,Female,57,Clothing,3,900.24,Credit Card,9/10/2021,Metrocity
I313931,C265967,Female,45,Toys,3,107.52,Credit Card,26/07/2022,Viaport Outlet
I251849,C312106,Female,67,Clothing,1,300.08,Credit Card,10/1/2022,Mall of Istanbul
I219991,C657952,Female,22,Clothing,1,300.08,Credit Card,14/01/2021,Kanyon
I130408,C173740,Female,47,Clothing,1,300.08,Credit Card,10/8/2022,Kanyon
I312669,C209920,Female,43,Clothing,3,900.24,Debit Card,7/12/2022,Mall of Istanbul
I117377,C931048,Female,20,Shoes,3,1800.51,Debit Card,22/03/2021,Metrocity
I162758,C301388,Male,28,Toys,2,71.68,Credit Card,15/04/2022,Metrocity
I228772,C178543,Male,34,Cosmetics,4,162.64,Cash,1/9/2022,Metropol AVM
I146589,C553000,Female,52,Food & Beverage,4,20.92,Cash,11/7/2021,Kanyon
I174573,C738664,Male,30,Clothing,1,300.08,Cash,26/03/2022,Forum Istanbul
I148406,C252081,Female,28,Souvenir,4,46.92,Credit Card,17/05/2022,Mall of Istanbul
I144800,C154724,Male,65,Cosmetics,2,81.32,Debit Card,10/2/2021,Metropol AVM
I108889,C316746,Female,44,Clothing,5,1500.4,Cash,7/10/2022,Istinye Park
I191057,C172846,Male,65,Souvenir,4,46.92,Cash,15/10/2022,Zorlu Center
I273859,C178958,Female,28,Clothing,2,600.16,Cash,26/03/2021,Metrocity
I276546,C145908,Female,33,Clothing,1,300.08,Cash,6/7/2021,Cevahir AVM
I207031,C581282,Female,59,Clothing,3,900.24,Debit Card,17/06/2021,Mall of Istanbul
I183267,C233649,Female,47,Clothing,2,600.16,Cash,23/06/2022,Metropol AVM
I117996,C914253,Female,53,Technology,5,5250,Cash,2/4/2022,Metrocity
I636077,C297853,Female,26,Clothing,2,600.16,Credit Card,7/7/2021,Mall of Istanbul
I166357,C257036,Male,44,Technology,4,4200,Cash,30/01/2023,Metrocity
I184034,C955594,Male,46,Food & Beverage,5,26.15,Credit Card,10/8/2022,Istinye Park
I414294,C130778,Male,56,Shoes,1,600.17,Credit Card,3/9/2022,Metropol AVM
I859806,C516248,Female,33,Clothing,2,600.16,Credit Card,6/2/2022,Mall of Istanbul
I255930,C932157,Female,18,Clothing,4,1200.32,Cash,27/02/2021,Metropol AVM
I514165,C286157,Female,53,Food & Beverage,3,15.69,Cash,25/12/2021,Metropol AVM
I284174,C165423,Female,34,Clothing,2,600.16,Debit Card,12/10/2022,Emaar Square Mall
I105535,C302977,Female,22,Clothing,1,300.08,Cash,11/2/2023,Metropol AVM
I309312,C247517,Female,23,Shoes,3,1800.51,Cash,11/3/2021,Kanyon
I195441,C303966,Male,40,Shoes,3,1800.51,Credit Card,19/10/2021,Kanyon
I168548,C904735,Male,18,Cosmetics,2,81.32,Debit Card,24/03/2021,Metrocity
I181335,C263871,Female,25,Food & Beverage,3,15.69,Credit Card,23/06/2022,Metrocity
I330954,C113860,Male,69,Clothing,5,1500.4,Cash,5/3/2022,Mall of Istanbul
I210546,C160021,Female,28,Food & Beverage,2,10.46,Cash,7/1/2021,Emaar Square Mall
I391464,C538073,Female,69,Shoes,5,3000.85,Cash,7/2/2023,Metrocity
I278446,C291791,Female,67,Food & Beverage,2,10.46,Credit Card,7/1/2021,Zorlu Center
I693790,C803806,Female,52,Food & Beverage,3,15.69,Cash,28/08/2021,Metrocity
I605509,C703012,Male,47,Shoes,2,1200.34,Debit Card,3/8/2021,Kanyon
I310321,C289834,Male,19,Souvenir,4,46.92,Debit Card,25/02/2023,Mall of Istanbul
I308254,C172126,Female,62,Cosmetics,3,121.98,Cash,2/4/2021,Metrocity
I102520,C531894,Female,33,Books,4,60.6,Credit Card,22/01/2021,Emaar Square Mall
I404860,C335454,Male,28,Shoes,3,1800.51,Cash,8/1/2023,Forum Istanbul
I300758,C153426,Male,61,Food & Beverage,3,15.69,Debit Card,11/6/2021,Mall of Istanbul
I275188,C239257,Male,64,Books,2,30.3,Credit Card,13/07/2021,Viaport Outlet
I741459,C232303,Female,30,Clothing,5,1500.4,Credit Card,27/11/2021,Kanyon
I701993,C243792,Male,57,Clothing,5,1500.4,Cash,24/05/2022,Forum Istanbul
I861967,C327786,Female,41,Toys,3,107.52,Credit Card,20/03/2021,Viaport Outlet
I220649,C260480,Male,59,Clothing,2,600.16,Credit Card,11/1/2022,Kanyon
I426946,C187565,Male,40,Clothing,2,600.16,Credit Card,20/12/2022,Metrocity
I184430,C231027,Male,53,Food & Beverage,2,10.46,Credit Card,22/01/2022,Kanyon
I577255,C232784,Female,37,Clothing,2,600.16,Credit Card,17/11/2022,Cevahir AVM
I118844,C192680,Female,26,Shoes,5,3000.85,Cash,29/04/2021,Kanyon
I714817,C334641,Female,56,Clothing,1,300.08,Debit Card,9/1/2022,Mall of Istanbul
I212542,C258755,Male,30,Technology,1,1050,Credit Card,29/11/2021,Mall of Istanbul
I336650,C228754,Female,44,Toys,5,179.2,Cash,18/10/2021,Mall of Istanbul
I135997,C133744,Male,58,Cosmetics,3,121.98,Credit Card,13/11/2021,Metropol AVM
I337109,C339590,Female,53,Shoes,3,1800.51,Debit Card,14/09/2021,Istinye Park
I212695,C411921,Male,39,Souvenir,3,35.19,Credit Card,27/02/2021,Istinye Park
I267412,C338348,Male,20,Souvenir,2,23.46,Credit Card,17/01/2023,Viaport Outlet
I256088,C173030,Female,68,Clothing,3,900.24,Cash,8/11/2022,Forum Istanbul
I334874,C322580,Female,26,Food & Beverage,2,10.46,Debit Card,25/09/2022,Kanyon
I196223,C704104,Male,66,Shoes,3,1800.51,Debit Card,2/7/2022,Kanyon
I691652,C208747,Female,40,Cosmetics,3,121.98,Credit Card,3/2/2023,Viaport Outlet
I733564,C268511,Male,22,Clothing,3,900.24,Credit Card,17/06/2021,Metropol AVM
I209396,C726630,Female,61,Cosmetics,5,203.3,Cash,23/10/2021,Metrocity
I267180,C243437,Female,62,Clothing,1,300.08,Debit Card,20/04/2021,Kanyon
I260010,C599041,Female,66,Technology,1,1050,Credit Card,19/10/2022,Kanyon
I813892,C506613,Female,57,Shoes,5,3000.85,Credit Card,24/03/2021,Forum Istanbul
I152889,C775629,Female,62,Food & Beverage,4,20.92,Cash,2/6/2022,Metropol AVM
I373330,C104118,Female,27,Clothing,4,1200.32,Debit Card,4/10/2022,Mall of Istanbul
I555309,C177765,Male,43,Books,5,75.75,Credit Card,11/7/2021,Forum Istanbul
I103698,C895070,Female,64,Clothing,3,900.24,Debit Card,27/02/2022,Viaport Outlet
I333516,C200200,Male,32,Food & Beverage,2,10.46,Cash,20/06/2022,Cevahir AVM
I287051,C323287,Male,41,Shoes,2,1200.34,Credit Card,2/11/2022,Mall of Istanbul
I322732,C261253,Male,34,Clothing,3,900.24,Credit Card,25/05/2022,Emaar Square Mall
I328114,C316020,Female,47,Shoes,2,1200.34,Credit Card,16/02/2021,Mall of Istanbul
I677569,C950369,Female,39,Clothing,5,1500.4,Credit Card,18/11/2022,Viaport Outlet
I427430,C713717,Male,34,Clothing,5,1500.4,Cash,19/04/2021,Zorlu Center
I201700,C186575,Male,33,Cosmetics,3,121.98,Cash,21/09/2022,Cevahir AVM
I112208,C273446,Male,68,Cosmetics,2,81.32,Cash,21/04/2022,Kanyon
I263619,C224521,Male,38,Souvenir,5,58.65,Credit Card,2/8/2021,Mall of Istanbul
I218104,C515569,Male,33,Books,1,15.15,Cash,31/07/2022,Forum Istanbul
I155963,C117589,Female,58,Technology,5,5250,Credit Card,17/08/2022,Istinye Park
I265121,C214311,Female,47,Clothing,2,600.16,Cash,26/02/2023,Forum Istanbul
I243639,C158126,Male,60,Toys,1,35.84,Debit Card,14/02/2022,Istinye Park
I446159,C147678,Female,51,Clothing,3,900.24,Cash,18/07/2021,Mall of Istanbul
I308628,C786140,Male,33,Toys,5,179.2,Credit Card,3/2/2022,Kanyon
I249818,C756864,Female,44,Cosmetics,2,81.32,Credit Card,8/5/2022,Metrocity
I285096,C912170,Female,68,Toys,1,35.84,Debit Card,27/01/2023,Kanyon
I189863,C132328,Female,51,Clothing,2,600.16,Debit Card,21/09/2021,Metrocity
I224217,C213823,Female,45,Souvenir,5,58.65,Cash,20/12/2022,Metrocity
I123110,C310349,Female,64,Books,3,45.45,Debit Card,18/02/2023,Viaport Outlet
I916594,C193534,Male,33,Clothing,2,600.16,Cash,3/6/2022,Cevahir AVM
I217320,C291695,Female,52,Technology,3,3150,Cash,2/3/2023,Kanyon
I194783,C184796,Male,59,Shoes,1,600.17,Debit Card,23/07/2022,Istinye Park
I336913,C109984,Male,37,Clothing,5,1500.4,Credit Card,5/6/2021,Istinye Park
I640152,C569413,Female,40,Toys,1,35.84,Cash,15/02/2022,Viaport Outlet
I258024,C529709,Female,60,Books,3,45.45,Cash,18/09/2022,Cevahir AVM
I192942,C236531,Female,19,Books,3,45.45,Debit Card,16/02/2023,Kanyon
I556026,C335707,Male,29,Souvenir,1,11.73,Cash,26/10/2021,Mall of Istanbul
I143985,C123408,Female,62,Shoes,2,1200.34,Credit Card,20/10/2021,Zorlu Center
I225223,C298207,Female,30,Clothing,3,900.24,Cash,30/04/2022,Mall of Istanbul
I309874,C207281,Male,32,Toys,4,143.36,Credit Card,17/08/2021,Emaar Square Mall
I847682,C109016,Female,20,Technology,4,4200,Credit Card,7/3/2022,Istinye Park
I244291,C154863,Male,30,Toys,2,71.68,Credit Card,13/01/2022,Metropol AVM
I123206,C203266,Female,32,Clothing,1,300.08,Cash,31/01/2023,Kanyon
I251275,C299427,Male,53,Cosmetics,2,81.32,Cash,1/4/2022,Metrocity
I964928,C255935,Male,56,Cosmetics,3,121.98,Cash,8/6/2021,Cevahir AVM
I213739,C326881,Female,24,Cosmetics,1,40.66,Credit Card,14/10/2021,Viaport Outlet
I516024,C238006,Female,63,Souvenir,1,11.73,Credit Card,3/10/2021,Metrocity
I189637,C982133,Male,26,Souvenir,1,11.73,Debit Card,6/1/2022,Mall of Istanbul
I165389,C173862,Male,65,Clothing,5,1500.4,Cash,28/12/2022,Istinye Park
I178070,C127613,Male,47,Toys,5,179.2,Cash,20/02/2021,Istinye Park
I110860,C844990,Female,54,Food & Beverage,2,10.46,Cash,22/02/2022,Cevahir AVM
I180848,C801232,Female,63,Shoes,3,1800.51,Credit Card,18/03/2022,Istinye Park
I209765,C234251,Female,43,Toys,2,71.68,Debit Card,4/2/2022,Kanyon
I298488,C125370,Male,25,Clothing,1,300.08,Cash,17/02/2022,Metrocity
I243221,C336113,Female,26,Toys,3,107.52,Cash,3/4/2021,Viaport Outlet
I303577,C219074,Male,50,Shoes,1,600.17,Credit Card,30/03/2022,Kanyon
I123516,C328601,Male,21,Clothing,2,600.16,Cash,1/3/2022,Mall of Istanbul
I335870,C179821,Male,35,Shoes,4,2400.68,Credit Card,16/08/2021,Emaar Square Mall
I229301,C200287,Male,30,Technology,2,2100,Cash,4/11/2022,Mall of Istanbul
I317314,C596176,Male,49,Shoes,3,1800.51,Cash,22/05/2022,Cevahir AVM
I946318,C328837,Female,56,Cosmetics,1,40.66,Cash,9/6/2021,Forum Istanbul
I172451,C143502,Male,22,Food & Beverage,3,15.69,Credit Card,9/1/2022,Mall of Istanbul
I567491,C294528,Male,32,Clothing,4,1200.32,Credit Card,14/10/2021,Emaar Square Mall
I959144,C112893,Male,57,Shoes,1,600.17,Cash,27/06/2021,Cevahir AVM
I102647,C208778,Female,35,Cosmetics,5,203.3,Cash,21/11/2021,Zorlu Center
I597076,C326451,Female,68,Technology,1,1050,Credit Card,16/02/2021,Viaport Outlet
I449578,C954584,Male,38,Clothing,2,600.16,Cash,21/05/2021,Kanyon
I216416,C855838,Male,44,Shoes,5,3000.85,Cash,20/07/2022,Cevahir AVM
I260409,C286867,Female,53,Clothing,3,900.24,Cash,15/08/2021,Metrocity
I289138,C208830,Male,37,Souvenir,3,35.19,Cash,11/4/2021,Mall of Istanbul
I299249,C103409,Female,50,Souvenir,1,11.73,Credit Card,23/11/2021,Kanyon
I125712,C129300,Female,23,Clothing,4,1200.32,Credit Card,1/8/2021,Mall of Istanbul
I196763,C244845,Female,61,Toys,4,143.36,Credit Card,3/3/2022,Metrocity
I109968,C130885,Female,41,Cosmetics,1,40.66,Cash,24/08/2022,Metrocity
I518425,C126154,Male,21,Shoes,4,2400.68,Credit Card,9/2/2023,Mall of Istanbul
I206724,C259605,Male,38,Food & Beverage,4,20.92,Debit Card,24/10/2021,Metropol AVM
I226067,C533637,Female,62,Books,5,75.75,Cash,28/10/2022,Emaar Square Mall
I218609,C192095,Female,41,Clothing,5,1500.4,Debit Card,24/01/2022,Cevahir AVM
I252620,C295002,Male,68,Toys,3,107.52,Cash,7/1/2022,Mall of Istanbul
I865449,C157494,Female,20,Souvenir,2,23.46,Cash,18/11/2022,Metropol AVM
I259366,C945482,Female,56,Toys,4,143.36,Debit Card,16/11/2021,Kanyon
I297966,C256974,Female,18,Cosmetics,2,81.32,Debit Card,7/1/2023,Metropol AVM
I269969,C534441,Male,21,Clothing,3,900.24,Debit Card,5/7/2021,Forum Istanbul
I119115,C136849,Male,28,Clothing,4,1200.32,Credit Card,5/1/2023,Metrocity
I519606,C166131,Female,20,Books,4,60.6,Credit Card,23/12/2021,Metrocity
I221644,C197728,Female,36,Clothing,5,1500.4,Credit Card,26/03/2021,Cevahir AVM
I330198,C308969,Male,58,Shoes,4,2400.68,Cash,27/05/2022,Metropol AVM
I205897,C257323,Male,69,Food & Beverage,4,20.92,Cash,9/3/2022,Mall of Istanbul
I545356,C316676,Female,56,Clothing,4,1200.32,Cash,25/02/2021,Metropol AVM
I176903,C279291,Male,62,Cosmetics,4,162.64,Cash,6/9/2022,Mall of Istanbul
I202181,C300194,Female,49,Shoes,4,2400.68,Credit Card,10/7/2021,Kanyon
I181761,C152747,Female,41,Shoes,3,1800.51,Debit Card,10/6/2021,Metropol AVM
I310024,C115359,Female,67,Clothing,3,900.24,Debit Card,2/12/2021,Zorlu Center
I142598,C323599,Male,61,Cosmetics,5,203.3,Cash,4/6/2022,Metrocity
I229078,C209857,Male,33,Food & Beverage,3,15.69,Cash,2/6/2022,Emaar Square Mall
I209432,C104556,Male,44,Clothing,5,1500.4,Debit Card,3/7/2021,Kanyon
I169690,C270399,Female,34,Cosmetics,1,40.66,Cash,8/1/2022,Forum Istanbul
I198001,C252976,Female,55,Clothing,4,1200.32,Debit Card,18/11/2022,Kanyon
I288357,C600008,Female,32,Souvenir,4,46.92,Credit Card,11/6/2021,Kanyon
I228458,C218439,Female,30,Cosmetics,5,203.3,Cash,5/3/2023,Forum Istanbul
I145295,C814230,Male,25,Food & Beverage,1,5.23,Credit Card,21/12/2021,Mall of Istanbul
I224231,C300252,Male,23,Souvenir,2,23.46,Debit Card,15/04/2021,Cevahir AVM
I624086,C261078,Male,22,Books,5,75.75,Cash,13/04/2022,Mall of Istanbul
I183350,C148255,Female,21,Shoes,3,1800.51,Credit Card,18/04/2022,Cevahir AVM
I174581,C277110,Male,52,Cosmetics,5,203.3,Cash,8/3/2022,Zorlu Center
I306911,C211710,Male,41,Food & Beverage,4,20.92,Cash,2/10/2022,Viaport Outlet
I519508,C328036,Female,62,Cosmetics,3,121.98,Credit Card,29/08/2021,Metrocity
I271908,C128378,Female,43,Food & Beverage,5,26.15,Cash,8/6/2021,Mall of Istanbul
I113843,C252876,Female,39,Cosmetics,3,121.98,Credit Card,17/01/2022,Viaport Outlet
I193926,C124583,Female,46,Clothing,4,1200.32,Cash,16/08/2022,Cevahir AVM
I661062,C324948,Female,25,Clothing,3,900.24,Credit Card,10/10/2022,Forum Istanbul
I265559,C232324,Female,27,Books,1,15.15,Cash,18/01/2021,Istinye Park
I139713,C231350,Male,59,Clothing,1,300.08,Credit Card,3/12/2021,Metropol AVM
I278910,C140014,Male,37,Clothing,4,1200.32,Cash,18/01/2021,Mall of Istanbul
I229385,C178950,Male,68,Food & Beverage,4,20.92,Credit Card,21/09/2022,Viaport Outlet
I544015,C230393,Female,39,Souvenir,3,35.19,Cash,19/08/2021,Metrocity
I438914,C148291,Female,47,Clothing,5,1500.4,Credit Card,31/01/2023,Viaport Outlet
I301988,C155172,Male,19,Books,4,60.6,Cash,24/08/2021,Metrocity
I328531,C404957,Male,51,Books,3,45.45,Credit Card,14/01/2021,Kanyon
I479431,C943241,Female,18,Toys,3,107.52,Debit Card,23/12/2022,Kanyon
I627244,C319449,Male,22,Clothing,1,300.08,Credit Card,12/2/2023,Kanyon
I229396,C153014,Female,20,Clothing,4,1200.32,Credit Card,3/2/2023,Istinye Park
I290147,C147821,Female,69,Food & Beverage,1,5.23,Credit Card,26/07/2021,Mall of Istanbul
I324488,C960254,Female,64,Cosmetics,1,40.66,Credit Card,21/11/2021,Cevahir AVM
I201585,C147830,Female,63,Technology,4,4200,Debit Card,8/10/2021,Forum Istanbul
I816582,C645766,Female,22,Cosmetics,4,162.64,Cash,11/1/2023,Forum Istanbul
I211333,C160086,Female,22,Clothing,1,300.08,Cash,18/03/2022,Kanyon
I145388,C132603,Male,67,Toys,1,35.84,Credit Card,25/02/2023,Metrocity
I296917,C135012,Male,64,Clothing,4,1200.32,Credit Card,2/7/2022,Metrocity
I110904,C322552,Female,33,Toys,2,71.68,Credit Card,21/03/2021,Viaport Outlet
I329936,C146572,Male,23,Cosmetics,1,40.66,Credit Card,18/07/2021,Metropol AVM
I806765,C196953,Female,41,Clothing,5,1500.4,Cash,3/8/2021,Mall of Istanbul
I308023,C137785,Male,55,Clothing,3,900.24,Credit Card,2/1/2023,Mall of Istanbul
I828870,C159263,Female,51,Food & Beverage,5,26.15,Credit Card,13/03/2022,Metropol AVM
I335298,C195379,Male,39,Shoes,5,3000.85,Cash,19/12/2022,Kanyon
I329268,C298778,Male,46,Souvenir,5,58.65,Debit Card,19/07/2021,Istinye Park
I144289,C319260,Male,39,Food & Beverage,2,10.46,Credit Card,4/7/2021,Zorlu Center
I222841,C747644,Male,67,Clothing,4,1200.32,Cash,15/12/2021,Metrocity
I696517,C157674,Female,59,Clothing,2,600.16,Cash,21/03/2021,Emaar Square Mall
I339247,C221711,Female,56,Technology,2,2100,Credit Card,17/07/2021,Metropol AVM
I302132,C337474,Male,69,Clothing,4,1200.32,Debit Card,22/09/2021,Metrocity
I757940,C326538,Female,47,Clothing,5,1500.4,Debit Card,7/7/2021,Istinye Park
I289179,C138631,Male,51,Clothing,5,1500.4,Credit Card,2/1/2021,Zorlu Center
I307374,C702462,Female,54,Clothing,4,1200.32,Cash,21/12/2021,Zorlu Center
I874410,C599159,Female,42,Cosmetics,4,162.64,Cash,2/2/2023,Metrocity
I434865,C837673,Male,49,Food & Beverage,2,10.46,Cash,15/09/2021,Kanyon
I810217,C100677,Female,51,Clothing,3,900.24,Cash,14/01/2022,Metrocity
I899723,C184709,Female,49,Toys,1,35.84,Credit Card,3/11/2022,Cevahir AVM
I175474,C149196,Male,18,Souvenir,3,35.19,Debit Card,28/02/2023,Metropol AVM
I127705,C249958,Female,68,Clothing,5,1500.4,Credit Card,26/05/2022,Metropol AVM
I810148,C268560,Male,62,Cosmetics,2,81.32,Cash,19/01/2023,Metrocity
I214393,C630432,Male,42,Clothing,5,1500.4,Credit Card,2/11/2022,Mall of Istanbul
I625326,C205287,Female,23,Clothing,4,1200.32,Cash,3/3/2023,Metrocity
I134771,C284777,Female,30,Technology,3,3150,Cash,27/01/2021,Metrocity
I107113,C244097,Male,38,Shoes,1,600.17,Credit Card,8/6/2022,Emaar Square Mall
I144049,C310695,Female,59,Clothing,5,1500.4,Cash,20/10/2021,Metrocity
I102225,C890104,Female,43,Food & Beverage,4,20.92,Credit Card,12/1/2022,Metrocity
I210066,C113153,Female,51,Clothing,5,1500.4,Debit Card,17/02/2022,Mall of Istanbul
I584510,C215033,Male,31,Technology,1,1050,Debit Card,15/03/2022,Kanyon
I146819,C257913,Male,56,Clothing,2,600.16,Debit Card,26/02/2021,Mall of Istanbul
I232097,C233091,Female,62,Clothing,3,900.24,Debit Card,2/7/2022,Istinye Park
I886006,C178445,Female,23,Clothing,2,600.16,Debit Card,2/2/2023,Istinye Park
I321577,C291803,Male,69,Shoes,1,600.17,Cash,21/04/2022,Metropol AVM
I240104,C266739,Female,26,Shoes,4,2400.68,Credit Card,12/3/2022,Zorlu Center
I146343,C239964,Male,62,Clothing,3,900.24,Debit Card,14/10/2022,Metropol AVM
I321980,C247346,Male,49,Toys,1,35.84,Debit Card,24/09/2022,Mall of Istanbul
I175403,C275327,Male,55,Souvenir,5,58.65,Cash,1/1/2022,Istinye Park
I864238,C629279,Male,51,Food & Beverage,4,20.92,Cash,15/02/2023,Metrocity
I183851,C191944,Female,45,Cosmetics,1,40.66,Cash,27/11/2022,Cevahir AVM
I148178,C683838,Male,53,Clothing,3,900.24,Debit Card,17/05/2021,Zorlu Center
